rank,lemma,gloss,kind,ref_count,ref_coverage
2385,ἀντίος,set against,,12,94.91
2386,βαθύς,deep,,12,94.91
2387,προβάλλω,"to throw before, throw",L,12,94.92
2388,μαστιγόω,"to whip, flog",L,12,94.92
2389,ἐκτρέφω,"to bring up from childhood, rear up",L,12,94.92
2390,δρέπανον,a scythe,,12,94.92
2391,κριθή,"barley-corns, barley",,12,94.93
2392,βουλευτήριον,"a council-chamber, senate-house",L,12,94.93
2393,βρέχω,"to be wetted, get wet",L,12,94.93
2394,ἀετός,an eagle,L,12,94.93
2395,ἀνατολή,"a rising, rise",,12,94.94
2396,βέλος,"projectile; arrow, weapon",,12,94.94
2397,βύβλος,"the Egyptian papyrus; roll of papyrus, book",,12,94.94
2398,βαπτιστής,one that dips: a baptizer,L,12,94.94
2399,λυχνία,lampstand,,12,94.95
2400,γέεννα,ge-hinnom,,12,94.95
2401,δανείζω,"to put out money at usury, to lend",L,12,94.95
2402,βρῶσις,meat,L,12,94.95
2403,ἐμβλέπω,"to look in the face, look at",L,12,94.96
2404,σπλαγχνίζω,"feel pity, compassion",L,12,94.96
2405,ῥάβδος,"a rod, wand, stick, switch",,12,94.96
2406,οἰκοδεσπότης,"the master of the house, the good man of the house",L,12,94.96
2407,νύμφη,"a young wife, bride",,12,94.97
2408,πρόθεσις,a placing in public,L,12,94.97
2409,παράδοσις,"a handing down, transmission",,12,94.97
2410,ἀναπίπτω,to fall back,L,12,94.97
2411,ὅραμα,"that which is seen, a sight, spectacle",,12,94.98
2412,κολλάω,"to glue, cement",L,12,94.98
2413,ὑποκάτω,"below, under",F,12,94.98
2414,πληθύνω,"to make full, increase, multiply",L,12,94.98
2415,ἀπολούω,to wash off,L,12,94.99
2416,στήκω,to stand,L,12,94.99
2417,εὐσχήμων,"elegant in figure, mien and bearing, graceful",,12,94.99
2418,διαγίγνομαι,"to go through, pass",L,12,95
2419,σπλάγχνον,the inward parts,,12,95
2420,ἀπογραφή,"a writing off: a register, list",,12,95
2421,οἰκονομία,the management of a household,L,12,95
2422,ζωοποιέω,make alive,L,12,95.01
2423,παροιμία,"a by-word, common saying, proverb, maxim, saw",,12,95.01
2424,σκέλος,the leg,,12,95.01
2425,φθορά,"destruction, ruin, perdition",,12,95.01
2426,χορηγέω,to lead a chorus,L,12,95.02
2427,ἐπιστήμων,"knowing, wise, prudent",,12,95.02
2428,πέτομαι,to fly,L,12,95.02
2429,φάρμακον,"a drug, medicine",,12,95.02
2430,κεράννυμι,"to mix, mingle",L,12,95.03
2431,ποτός,"drunk, fit for drinking",L,12,95.03
2432,ἐπείπερ,seeing that,,12,95.03
2433,οἴμη,"a song, lay",,12,95.03
2434,πυρά,(n.pl.) watch-fires,L,12,95.04
2435,νεών,ship shed (νεώριον),,12,95.04
2436,οἴκησις,"the act of dwelling, habitation",L,12,95.04
2437,ἐπισκήπτω,"to make to lean upon, make a (deathbed) request",L,12,95.04
2438,νοσώδης,"sickly, diseased, ailing",,12,95.05
2439,ἀστρονομία,astronomy,L,12,95.05
2440,ἀπεικάζω,"to form from a model, to express, copy",L,12,95.05
2441,ποιητικός,"capable of making, creative, productive",L,12,95.05
2442,δημοτικός,"of or for the people, common; on the popular or democratic side",L,12,95.06
2443,νόησις,"intelligence, thought",,12,95.06
2444,εὔθυνα,"a setting straight, correction, chastisement",,12,95.06
2445,ὑπόλοιπος,"left behind, staying behind",L,11,95.06
2446,καρτερός,"strong, staunch, stout, sturdy;",,11,95.07
2447,πηλός,"clay, earth",,11,95.07
2448,ἀϋτή,"cry, shout",,11,95.07
2449,ὠθέω,"to thrust, push, shove, force onwards",L,11,95.07
2450,τροπαῖος,"of or for rout, defeat; causing rout",,11,95.08
2451,ἐπανέρχομαι,"to go back, return",L,11,95.08
2452,μεταχειρίζω,"to take in hand, have in hand, conduct, pursue, treat",L,11,95.08
2453,ἀνταποδίδωμι,"to give back, repay, tender in repayment",L,11,95.08
2454,καταφανής,"clearly seen, in sight",,11,95.09
2455,προσπίτνω,to fall upon,L,11,95.09
2456,σκευάζω,"to prepare, make ready",L,11,95.09
2457,πανταχόθεν,"from all places, from all quarters, on every side",,11,95.09
2458,κυκλόω,"to encircle, surround",L,11,95.09
2459,ἐπιθέω,to run at,L,11,95.1
2460,πολλαπλάσιος,"many times as many, many times more",,11,95.1
2461,περίοδος2,"a going round, a flank march",L,11,95.1
2462,διαδίδωμι,"to give from hand to hand, to pass on, hand over",L,11,95.1
2463,ἀπᾴδω,"to sing out of tune, be out of tune",L,11,95.11
2464,αἰγιαλός,"the sea-shore, beach, strand",L,11,95.11
2465,κόλπος,bosom; gulf,,11,95.11
2466,κακουργέω,"to do evil, work wickedness, deal basely",L,11,95.11
2467,καταλλάσσω,to change,L,11,95.12
2468,δίχα,"in two, asunder",,11,95.12
2469,ἀλείφω,"to anoint with oil, oil",L,11,95.12
2470,καταγορεύω,to denounce,L,11,95.12
2471,πῶ,where?,F,11,95.12
2472,δίειμι,"to go to and fro, roam about",L,11,95.13
2473,πάροδος,passer-by,L,11,95.13
2474,πήγνυμι,to make fast,L,11,95.13
2475,αὐλός,aulos (wind instrument resembling oboe),,11,95.13
2476,ἀπειρία,"want of skill, inexperience",,11,95.14
2477,ἀντιλαμβάνω,to receive instead of,L,11,95.14
2478,ἱέρεια,a priestess,,11,95.14
2479,τηλικόσδε,of such an age,,11,95.14
2480,ἐναργής,"visible, palpable, in bodily shape",,11,95.15
2481,ἀπαρχή,"the beginning of a sacrifice, the primal offering",L,11,95.15
2482,ὑπερέχω,"to hold sth over or above sth; to excel, outdo",L,11,95.15
2483,ἐφεξῆς,"in order, in a row, one after another",,11,95.15
2484,συλλήβδην,"collectively, in sum, in short",,11,95.16
2485,φήμη,"a voice from heaven, a prophetic voice",,11,95.16
2486,ἐπιλέγω,"to choose, pick out, select",L,11,95.16
2487,ἁρμοστής,one who arranges,,11,95.16
2488,βασίλειον,"a kingly dwelling, palace",L,11,95.16
2489,ἐπικουρέω,to act as an ally,L,11,95.17
2490,δυστυχία,"ill luck, ill fortune",L,11,95.17
2491,στήλη,a block of stone,L,11,95.17
2492,ἀπορρέω,to flow,L,11,95.17
2493,ἀπόδειξις,"a shewing forth, exhibiting",,11,95.18
2494,φορτίον,"a load, burden",L,11,95.18
2495,ναύκληρος,"a shipowner, ship-master",,11,95.18
2496,δούλη,slave,L,11,95.18
2497,ἤτοι,"now surely, truly, verily",,11,95.19
2498,γυναικεῖος,of or belonging to women,L,11,95.19
2499,ἐπιφαίνω,"to shew forth, display, shew off",L,11,95.19
2500,ποίημα,anything made,L,11,95.19
2501,ἄγαλμα,"a glory, delight, honour; a cult statue",L,11,95.2
2502,εὐωχέω,"to feast, entertain sumptuously",L,11,95.2
2503,εὐειδής,"well-shaped, goodly, beautiful, beauteous",,11,95.2
2504,κακοῦργος,"doing ill, mischievous, knavish, villanous",,11,95.2
2505,βόσκω,"to feed, tend",L,11,95.2
2506,πένθος,"grief, sadness, sorrow",,11,95.21
2507,γωνία,"a corner, angle",,11,95.21
2508,πῆχυς,the fore-arm,,11,95.21
2509,ὅμηρος,"a pledge for the maintenance of unity, a surety, a hostage",,11,95.21
2510,πέδη,a fetter,L,11,95.22
2511,σιγή,silence,L,11,95.22
2512,ῥύομαι,to draw to oneself,L,11,95.22
2513,σύνδουλος,a fellow-slave,L,11,95.22
2514,θείνω,"to strike, wound",L,11,95.23
2515,κλαυθμός,a weeping,L,11,95.23
2516,παντοῖος,of all sorts,,11,95.23
2517,ἀληθεύω,to speak truth,L,11,95.23
2518,τῆ,take,,11,95.24
2519,ὁμιλία,"a being together, communion, intercourse, converse, company",,11,95.24
2520,εὐπετής,falling well; favourable,,11,95.24
2521,φοῖνιξ,"a purple-red, purple; date palm",L,11,95.24
2522,ἑλκέω,"to drag about, tear asunder",L,11,95.24
2523,ἐγγυητής,"one who gives security, a surety",,11,95.25
2524,ἀνατέλλω,to make to rise up,L,11,95.25
2525,ἀγαλλιάω,to rejoice exceedingly,L,11,95.25
2526,ψευδοπροφήτης,"false, lying prophet",L,11,95.25
2527,ὑπαντάω,to come,L,11,95.26
2528,κλάδος,a young slip,,11,95.26
2529,καταβολή,a throwing,,11,95.26
2530,ἀλέκτωρ,a cock,L,11,95.26
2531,διαμερίζω,to distribute,L,11,95.27
2532,ἧ,(Cyr.) where,,11,95.27
2533,ἀγαθοποιέω,to do good,L,11,95.27
2534,μνῆμα,"a memorial, remembrance, record",L,11,95.27
2535,ἀσέλγεια,licentiousness,,11,95.28
2536,ὑστέρημα,"deficiency, need, want",,11,95.28
2537,ἀποκάλυψις,"an uncovering, a revelation",,11,95.28
2538,μαστός,one of the breasts,,11,95.28
2539,φωτίζω,"to enlighten, illuminate: to instruct, teach",L,11,95.28
2540,συμφωνία,concord,L,11,95.29
2541,ἐξουδενόω,to set at naught,L,11,95.29
2542,μοιχός,"an adulterer, paramour, debaucher",L,11,95.29
2543,ὁμοθυμαδόν,with one accord,,11,95.29
2544,μεταστρέφω,"to turn about, turn round, turn",L,11,95.3
2545,μετατίθημι,to place among,L,11,95.3
2546,σαῦλος,"swaggering, straddling",,11,95.3
2547,ἐπιποθέω,to yearn after,L,11,95.3
2548,καύχησις,reason to boast,,11,95.31
2549,καύχημα,"a boast, vaunt",,11,95.31
2550,χρηματισμός,"an oracular response, divine warning",L,11,95.31
2551,παιδαγωγός,a boy-ward;,L,11,95.31
2552,δοκιμασία,"an assay, examination, scrutiny",L,11,95.32
2553,πότος,"drinking, a drinking-bout, carousal",L,11,95.32
2554,μεγαλοπρεπής,"befitting a great man, magnificent",,11,95.32
2555,φιλομαθής,"fond of learning, eager after knowledge",L,11,95.32
2556,θαρσαλέος,"bold, of good courage, ready, daring, undaunted",,11,95.32
2557,κακόνοος,"ill-disposed, disaffected",,11,95.33
2558,λήγω,"to stay, abate",L,11,95.33
2559,ἑταίρα,a companion,,11,95.33
2560,κώμαρχος,leader of a village (κώμη); of revels (κῶμος),,11,95.33
2561,μηδαμῇ,not at all,,11,95.34
2562,δημότης,"one of the people, a commoner, plebeian",L,11,95.34
2563,τίμημα,"an estimate, valuation",L,11,95.34
2564,παιδιά,"childish play, pastime, amusement",L,11,95.34
2565,παιδικός,"of, for children",L,11,95.35
2566,ἀντιβολέω,to meet by chance,L,11,95.35
2567,χρῶμα,"the surface, skin: the colour of the skin, the complexion",,11,95.35
2568,δημοκρατικός,"of or for democracy; favoring, suited to democracy",L,11,95.35
2569,γυμνάσιον,(gymnastic) school; (pl.) exercises,L,11,95.35
2570,ἔφοδος,accessible,,10,95.36
2571,εἰσπλέω,"to sail into, enter",L,10,95.36
2572,ἄλφιτον,peeled,,10,95.36
2573,ἀνήκεστος,"not to be healed, incurable, irreparable, fatal",,10,95.36
2574,ἀπόκρισις,a separating; a reply,,10,95.37
2575,ὕλη,"wood, material",,10,95.37
2576,πρόσκειμαι,"to be placed at, by; to be attached to, devoted to",L,10,95.37
2577,κονιορτός,"dust stirred up, a cloud of dust",,10,95.37
2578,εἰσακούω,to hearken,L,10,95.37
2579,δίψα,thirst,L,10,95.38
2580,αὐτόθεν,from the very spot,,10,95.38
2581,συναγείρω,"to gather together, assemble",L,10,95.38
2582,ζωγρέω,"to take alive, revive",L,10,95.38
2583,ἀναβάλλω,(to throw up;) strike up (a song); delay,L,10,95.38
2584,ἐπιμελής,careful,,10,95.39
2585,ἐγγύτερος,nearer,,10,95.39
2586,πλίνθος,a brick,,10,95.39
2587,ῥώννυμι,"to strengthen, make strong and mighty",L,10,95.39
2588,κἄν,"and if, even if, although",,10,95.4
2589,κατορθόω,"to set upright, erect",L,10,95.4
2590,ῥαίω,"to break, shiver, shatter, wreck",L,10,95.4
2591,ἐμφανής,obvious,,10,95.4
2592,ἐπιβαίνω,to go upon,L,10,95.4
2593,στέρομαι,"to be wanting in, to lack, want",L,10,95.41
2594,ἀκόλουθος,"following, attending on",L,10,95.41
2595,μονόω,to make single,L,10,95.41
2596,παραφέρω,to bring to,L,10,95.41
2597,ἅλς,a lump of salt,L,10,95.41
2598,κόλαξ,"a flatterer, fawner",,10,95.42
2599,ἀοιδή,"song, a singing",,10,95.42
2600,πανήγυρις,"a general, festive assembly",,10,95.42
2601,εἰκῇ,without plan,,10,95.42
2602,γέρας,a gift of honour,,10,95.43
2603,θεωρία,"a looking at, viewing, beholding",,10,95.43
2604,δαπάνη,"outgoing, cost, expense, expenditure",,10,95.43
2605,θέμις,that which is laid down,,10,95.43
2606,διαλλαγή,"interchange, exchange",,10,95.43
2607,ὀδύρομαι,"to lament, bewail, mourn for",L,10,95.44
2608,κάτειμι,go down,L,10,95.44
2609,παρανομέω,"to transgress the law, act unlawfully",L,10,95.44
2610,λεία2,"booty, plunder",,10,95.44
2611,λεία,tool for smoothing stone,,10,95.44
2612,διανέμω,"to distribute, apportion",L,10,95.45
2613,ἐπανορθόω,"to set up again, restore",L,10,95.45
2614,τίσις,payment by way of return,,10,95.45
2615,ἄλλοθι,"elsewhere, in another place, in a strange",,10,95.45
2616,γνώριμος,"well-known, familiar; the notables (opp. δῆμος)",L,10,95.46
2617,ἐντίθημι,to put in,L,10,95.46
2618,αἰδέομαι,to be ashamed to do,L,10,95.46
2619,ἐκδύω,"to take off, strip off",L,10,95.46
2620,τραῦμα,"a wound, hurt",,10,95.46
2621,θεοπρόπος,"foretelling things by a spirit of prophecy, prophetic",,10,95.47
2622,παράπαν,"altogether, absolutely",,10,95.47
2623,ὀσμή,"a smell, scent, odour",,10,95.47
2624,στερεός,"stiff, stark, firm, solid",,10,95.47
2625,ἀπεῖπον,"to speak out, tell out, declare (Hom.), deny, refuse, forbid",,10,95.47
2626,ἁλίζω,"to gather together, to muster",L,10,95.48
2627,τόξον,a bow,,10,95.48
2628,ἐκτρέπω,"to turn out of the course, to turn aside",L,10,95.48
2629,ῥήγνυμι,"to break, break asunder",L,10,95.48
2630,ἀχάριστος,"ungracious, unpleasant, unpleasing",,10,95.49
2631,ὦμος,shoulder (with the upper arm),,10,95.49
2632,εὐνοῦχος,a eunuch,,10,95.49
2633,λούω,to wash,L,10,95.49
2634,ψυχρός,"cold, chill",,10,95.49
2635,στέλλω,"to set in order, to arrange, array, equip, make ready",L,10,95.5
2636,ἐξικνέομαι,"to reach, arrive at",L,10,95.5
2637,νότος,the south,,10,95.5
2638,μέτωπον,"the space between the eyes, the brow, forehead",,10,95.5
2639,βαίνω,"to walk, step",L,10,95.5
2640,ἄρδω,to water,L,10,95.51
2641,μέλι,honey,,10,95.51
2642,λάμπω,"to give light, shine, beam, be bright, brilliant, radiant",L,10,95.51
2643,θυμόω,to make angry,L,10,95.51
2644,ἀνειλέω,to roll up together,L,10,95.51
2645,ὅριον,"a boundary, limit",,10,95.52
2646,περίχωρος,round about a place,,10,95.52
2647,ἐξομολογέομαι,to confess in full,L,10,95.52
2648,παραλυτικός,paralytic,,10,95.52
2649,λύκος,a wolf,,10,95.53
2650,κῦμα,anything swollen,,10,95.53
2651,μήτις,"μή τις, no one",,10,95.53
2652,διωγμός,the chase,L,10,95.53
2653,φάντασμα,"an appearance, phantasm, phantom",L,10,95.53
2654,συμφωνέω,"to agree in sound, be in harmony",L,10,95.54
2655,μακροθυμέω,to be long-suffering,L,10,95.54
2656,σοῦ,shoo!,,10,95.54
2657,σεύω,"to put in quick motion: to drive, hunt, chase away",L,10,95.54
2658,ἐντρέπω,to turn about,L,10,95.54
2659,κλητός,"called, invited, welcome",,10,95.55
2660,ἀσπασμός,"a greeting, embrace, salutation",,10,95.55
2661,ἀκαθαρσία,"uncleanness, impurity",L,10,95.55
2662,κιβωτός,"a wooden box, chest, coffer",,10,95.55
2663,δευτερόω,do the second time: repeat,L,10,95.56
2664,ἐμφανίζω,"to make manifest, exhibit",L,10,95.56
2665,κυλίνδω,"to roll, roll along",L,10,95.56
2666,προσκαρτερέω,to persist obstinately in,L,10,95.56
2667,ἀποκόπτω,"to cut off, hew off",L,10,95.56
2668,δικαίωμα,an act by which wrong is set right,L,10,95.57
2669,συνόχωκα,to be held together,,10,95.57
2670,δακτύλιος,"a ring, seal-ring",,10,95.57
2671,λυσιτελής,paying what is due,,10,95.57
2672,ἄστρον,the stars,,10,95.57
2673,ἀπολύτρωσις,a ransoming,,10,95.58
2674,ἐλύω,to roll round,L,10,95.58
2675,ψεύστης,"a liar, cheat",L,10,95.58
2676,ἀλλάσσω,"to make other than it is, to change, alter",L,10,95.58
2677,ἐκλογή,"a picking out, choice, election",,10,95.59
2678,παρρησιάζομαι,"to speak freely, openly, boldly",L,10,95.59
2679,θέατρον,a place for seeing,,10,95.59
2680,παρεμβολή,"insertion, interpolation",,10,95.59
2681,κέντρον,any sharp point,,10,95.59
2682,χρηστότης,"goodness, honesty",L,10,95.6
2683,ἁγιασμός,"consecration, sanctification",L,10,95.6
2684,εὐάρεστος,"well-pleasing, acceptable",,10,95.6
2685,πόρνος,catamite,L,10,95.6
2686,πῶμα2,"a drink, a draught",,10,95.6
2687,πιστόν,pledge,L,10,95.61
2688,παντοκράτωρ,almighty,,10,95.61
2689,ἁγνός,full of religious awe,L,10,95.61
2690,δάκνω,to bite,L,10,95.61
2691,δέκατος,tenth,L,10,95.62
2692,νόθος,"a bastard; in Athens, also child of citizen father and alien mother",,10,95.62
2693,κυέω,"to bear in the womb, to be pregnant with",L,10,95.62
2694,καταδύω,"to go down, sink, set",L,10,95.62
2695,καίνω,"to kill, slay",L,10,95.62
2696,πλαίσιον,an oblong figure,,10,95.63
2697,χαράδρα,"a mountain stream, a torrent, which cuts itself",,10,95.63
2698,χαρίεις,"graceful, beautiful, lovely",,10,95.63
2699,χρηματιστικός,of or for traffic and money-making,L,10,95.63
2700,πάγκαλος,"all beautiful, good",L,10,95.63
2701,δοτέος,to be given,L,10,95.64
2702,ψευδοκύων,a sham Cynic,,10,95.64
2703,σκέψις,"a viewing, perception by the senses",,10,95.64
2704,ἀθρέω,"to look at, gaze at, observe, perceive",L,10,95.64
2705,χρηματιστής,"a man in business, money-getter, trafficker",L,10,95.64
2706,ὄψον,cooked meat,,10,95.65
2707,μυθολογέω,to tell mythic tales,L,10,95.65
2708,ἀλλοιόω,"to make different, to change, alter",L,10,95.65
2709,μίμημα,"anything imitated, a counterfeit, copy",L,10,95.65
2710,ἐγχωρέω,to give room,L,10,95.66
2711,φειδωλός,"sparing, thrifty",L,10,95.66
2712,μορία,the sacred olives,,10,95.66
2713,εὐπορία,an easy way,L,9,95.66
2714,φρούριον,"a watch-post, garrisoned fort, citadel",,9,95.66
2715,περίοικος,dwelling round,L,9,95.67
2716,παρατείνω,to stretch out along,L,9,95.67
2717,τριήραρχος,the captain of a trireme,L,9,95.67
2718,κατάγνυμι,"to break in pieces, shatter, shiver, crack",L,9,95.67
2719,περιπλέω,to sail,L,9,95.67
2720,ἐπιχώριος,"in or of the country, local, native",,9,95.68
2721,ἀκίνδυνος,"without danger, free from danger",L,9,95.68
2722,ἐπικρατέω,to rule over,L,9,95.68
2723,φρουρός,"a watcher, guard",,9,95.68
2724,ἀθυμία,"want of heart, faintheartedness",L,9,95.68
2725,ἔρυμα,"a fence, guard",,9,95.68
2726,ἐπινοέω,to think on,L,9,95.69
2727,περίοδος,"one who goes the rounds, patrol",L,9,95.69
2728,ληΐζομαι,"seize, carry off as booty",L,9,95.69
2729,σκυλεύω,to strip,L,9,95.69
2730,ἀνδραποδίζω,"to reduce to slavery, enslave",L,9,95.69
2731,παραυτίκα,"immediately, forthwith, straightway",,9,95.7
2732,κατακλείω,"to shut in, enclose",L,9,95.7
2733,ἐκεχειρία,"a holding of hands, a cessation of hostilities, armistice, truce",,9,95.7
2734,ἀπαλλαγή,"deliverance, release, relief from",,9,95.7
2735,εὔλογος,"having good reason, reasonable, sensible",,9,95.7
2736,ἔχθιστος,"most hated, most hateful",,9,95.71
2737,φιλονικέω,"to be fond of victory, engage in rivalry, be contentious",L,9,95.71
2738,καρτερέω,"to be steadfast, patient, staunch",L,9,95.71
2739,σύνθημα,"anything agreed upon, a preconcerted signal",L,9,95.71
2740,ἅλωσις,"a taking, capture, conquest, destruction",,9,95.71
2741,ἑπτακόσιοι,seven hundred,,9,95.72
2742,προσελαύνω,to drive,L,9,95.72
2743,εἰσηγέομαι,"to bring in, introduce",L,9,95.72
2744,προκρίνω,"to choose before others, choose by preference, prefer, select",L,9,95.72
2745,προσαναγκάζω,to force,L,9,95.72
2746,παρανομία,"transgression of law, decency",L,9,95.73
2747,σφενδονήτης,a slinger,,9,95.73
2748,περιποιέω,"to make to remain over and above, to keep safe, preserve",L,9,95.73
2749,ἔνδοθεν,from within,,9,95.73
2750,εἰσδέχομαι,"to take into, admit",L,9,95.73
2751,σύλλογος,an assembly,L,9,95.73
2752,πρεσβεία,"age, seniority; embassy",L,9,95.74
2753,ἀντιποιέω,"to do in return; mid. lay claim to, seek after",L,9,95.74
2754,συμβόλαιον,"a mark, contract, engagement, intercourse",,9,95.74
2755,ἀθανασία,immortality,L,9,95.74
2756,πέρας,"an end, limit, boundary",,9,95.74
2757,ἐνοχλέω,"to trouble, disquiet, annoy",L,9,95.75
2758,ἀκροατής,a hearer,L,9,95.75
2759,φιλονικία,"love of victory, rivalry, contentiousness",L,9,95.75
2760,ἀναίρω,to lift up,L,9,95.75
2761,ἐπαμύνω,"to come to aid, defend, assist",L,9,95.75
2762,ξενία,"the rights of a guest, hospitality, friendly entertainment",,9,95.76
2763,εὐεργετέω,"to do well, do good",L,9,95.76
2764,διαλείπω,to leave an interval between,L,9,95.76
2765,ζεύγνυμι,"to yoke, put to",L,9,95.76
2766,ἐρημόω,"to strip bare, to desolate, lay waste",L,9,95.76
2767,ποθέω,"to long for, yearn after",L,9,95.77
2768,ἀφθονία,freedom from envy,,9,95.77
2769,ἄτακτος,not in battle-order,,9,95.77
2770,πολλαχῆ,"many times, often",,9,95.77
2771,πικρός,"pointed, sharp, keen",,9,95.77
2772,μισθοφορά,receipt of wages,,9,95.78
2773,πολιά,grayness of hair,,9,95.78
2774,νοόω,convert into pure Intelligence,L,9,95.78
2775,ἐπέρομαι,to ask besides,L,9,95.78
2776,ὅρκιον,an oath,,9,95.78
2777,εὐτυχής,"well off, successful, lucky, fortunate, prosperous",,9,95.78
2778,αἰχμή,the point of a spear,L,9,95.79
2779,ὑπόκρισις,"a reply, answer; performance",L,9,95.79
2780,ἕζομαι,"to seat oneself, sit",L,9,95.79
2781,ἁλίζω2,to salt,L,9,95.79
2782,ἐπιτροπεύω,"to be a trustee, administrator, guardian, governor",L,9,95.79
2783,ἔφορος,"an overseer, guardian, ruler",,9,95.8
2784,εὐνομέομαι,"to have good laws, to be orderly",L,9,95.8
2785,ἀνευρίσκω,"to find out, make out, discover",L,9,95.8
2786,χαλκεύς,"a worker in copper, a smith",,9,95.8
2787,φρέαρ,a well,,9,95.8
2788,εὔζωνος,well-girdled,,9,95.81
2789,συμβιβάζω,to bring together,L,9,95.81
2790,ῥεῖθρον,"that which flows, a river, stream",,9,95.81
2791,ἀΐω,perceive,L,9,95.81
2792,ὑβριστής,"a violent, overbearing person, a wanton, insolent man",L,9,95.81
2793,ἔπιπλα,"implements, utensils, furniture, moveable property",,9,95.82
2794,καθήκω,"to have come; to suit, to belong to, be one’s duty",L,9,95.82
2795,φαρμακός,"one sacrificed, scapegoat",,9,95.82
2796,βρέφος,the babe in the womb,,9,95.82
2797,ἀντάω,"to come opposite to, meet face to face, meet with",L,9,95.82
2798,ἐνέχω,to hold within,L,9,95.83
2799,ἐλαφρός,"lightly, buoyantly",,9,95.83
2800,διαιτάω,act. to treat; to arbitrate; mid. to live (a certain way),L,9,95.83
2801,ἁνδάνω,"to please, delight, gratify",L,9,95.83
2802,ὑποδέω,to bind under: put shoes on,L,9,95.83
2803,ἴς,"sinew, tendon",,9,95.83
2804,φύλλον,a leaf;,,9,95.84
2805,θυμίαμα,that which is burnt as incense,,9,95.84
2806,οἷα,causal particle w pple.s see οἷος V 3,F,9,95.84
2807,ἀποδοκιμάω,to reject,L,9,95.84
2808,προσμένω,to bide,L,9,95.84
2809,πτέρυξ,the wing,,9,95.85
2810,ἀζήμιος,"free from further payment: without loss, scot-free",L,9,95.85
2811,ὀσφύς,the loin,,9,95.85
2812,βάσανος,the touch-stone,,9,95.85
2813,θυσιαστήριον,an altar,,9,95.85
2814,πλατεῖα,street,,9,95.86
2815,ἀμφιέννυμι,to put round,L,9,95.86
2816,μαργαρίτης,a pearl,,9,95.86
2817,λεπρός,"scaly, scabby, rough, leprous",,9,95.86
2818,δυσμή,setting,,9,95.86
2819,ἀγέλη,a herd,L,9,95.87
2820,εὐδοκία,"satisfaction, approval",L,9,95.87
2821,ζυγόν,anything which joins two,,9,95.87
2822,κραυγάζω,to bay,L,9,95.87
2823,ἀποτίθημι,"to put away, stow away",L,9,95.87
2824,κλάσμα,"that which is broken off, a fragment, morsel",,9,95.87
2825,ἵλαος,"propitious, gracious",,9,95.88
2826,τράχηλος,"the neck, throat",,9,95.88
2827,ἄφοδος,"a going away, departure",,9,95.88
2828,κατέναντα,"over against, opposite",,9,95.88
2829,σπήλαιον,"a grotto, cave, cavern",,9,95.88
2830,νομικός,"resting on law, conventional",,9,95.89
2831,ἀστραπή,"a flash of lightning, lightning",,9,95.89
2832,λαμπάς,a torch,,9,95.89
2833,διασκορπίζω,to scatter abroad,L,9,95.89
2834,ἄζυμος,unleavened,L,9,95.89
2835,καταμαρτυρέω,to bear witness against,L,9,95.9
2836,ἆ,ah!,,9,95.9
2837,ἰός,an arrow,,9,95.9
2838,οἴ,ah! woe!,F,9,95.9
2839,μένος,"might, force, strength, prowess, courage",L,9,95.9
2840,πανταχῆ,everywhere,,9,95.91
2841,χαλάω,"to slacken, loosen",L,9,95.91
2842,ἀρχισυνάγωγος,the ruler of a synagogue,,9,95.91
2843,ἀφροσύνη,"folly, thoughtlessness, senselessness",,9,95.91
2844,κατηχέω,"to sound, to instruct",L,9,95.91
2845,ὁσιότης,"piety, holiness",,9,95.92
2846,μονογενής,"only, single (child)",,9,95.92
2847,ἄβυσσος,"with no bottom, bottomless, unfathomed",L,9,95.92
2848,ἐκδίκησις,an avenging,,9,95.92
2849,παράδεισος,a park,,9,95.92
2850,χθές,yesterday,,9,95.92
2851,τυφλόω,"to blind, make blind",L,9,95.93
2852,λιθάζω,to fling stones,L,9,95.93
2853,τεκνίον,a little,,9,95.93
2854,μιαίνω,"to stain, to defile",L,9,95.93
2855,κατάπαυσις,"a putting to rest: a putting down, deposing",,9,95.93
2856,εἰδωλόθυτος,sacrificed to idols,,9,95.94
2857,προσφορά,"a bringing to, applying, application",L,9,95.94
2858,ἀδόκιμος,"not standing the test, spurious",L,9,95.94
2859,κενόω,"to empty out, drain",L,9,95.94
2860,πλεονάζω,to be more,L,9,95.94
2861,φιλόνικος,"fond of victory, contentious.",L,9,95.95
2862,κυβερνάω,to act as pilot,L,9,95.95
2863,ἐλεεινός,"finding pity, pitied",L,9,95.95
2864,ἐκκλησιάζω,"to hold an assembly, debate therein",L,9,95.95
2865,ἄμωμος,"without blame, blameless",,9,95.95
2866,ἀπατάω,"to cheat, trick, outwit, beguile",L,9,95.96
2867,ὁρατός,"to be seen, visible",,9,95.96
2868,μελέτη,"care, attention",,9,95.96
2869,βλαβερός,"hurtful, noxious, disadvantageous",L,9,95.96
2870,ἐγκρατής,in possession of power,,9,95.96
2871,ἀφομοιόω,to make like,L,9,95.97
2872,οὐρά,the tail,,9,95.97
2873,γυμνής,"a light-armed foot-soldier, slinger",L,9,95.97
2874,πέλτη,a small light shield,,9,95.97
2875,παρελαύνω,to drive by,L,9,95.97
2876,οὔποτε,never,,9,95.97
2877,συνέπομαι,"to follow along with, follow closely",L,9,95.98
2878,ἐπισιτίζομαι,to furnish oneself with food,L,9,95.98
